User_ID,Age,Gender,Location,Income,Interests,Last_Login_Days_Ago,Purchase_Frequency,Average_Order_Value,Total_Spending,Product_Category_Preference,Time_Spent_on_Site_Minutes,Pages_Viewed,Newsletter_Subscription,weighted_aov,r_score,f_score,m_score,rfm_score,value_proxy_score,segment_name,segment_name_cn,business_role,action_priority
#34,32.0,Male,Urban,124749.0,Fashion,5.0,6.0,51.0,2893.0,Apparel,153.0,47.0,FALSE,482.17,5,4,3,12,61.38,High-value Customers,高价值用户,Core profit engine,Stabilize
#340,52.0,Female,Rural,98021.0,Sports,13.0,1.0,188.0,592.0,Home & Kitchen,158.0,16.0,TRUE,592.0,4,1,1,6,26.1,Other Customers,其他用户,Long-tail users,Nurture
#341,58.0,Female,Suburban,129153.0,Travel,11.0,4.0,137.0,1648.0,Books,549.0,43.0,FALSE,412.0,4,3,2,9,41.28,Potential Customers,潜力用户,Growth engine,Convert
#342,54.0,Male,Urban,89184.0,Fashion,22.0,5.0,29.0,1243.0,Apparel,67.0,38.0,FALSE,248.6,2,3,2,7,32.84,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#343,41.0,Male,Suburban,67945.0,Travel,16.0,3.0,164.0,4057.0,Books,299.0,11.0,TRUE,1352.33,3,2,4,9,66.4,Potential Customers,潜力用户,Growth engine,Convert
#344,46.0,Female,Suburban,33140.0,Fashion,8.0,2.0,175.0,3507.0,Electronics,463.0,3.0,FALSE,1753.5,4,2,4,10,62.55,Potential Customers,潜力用户,Growth engine,Convert
#345,63.0,Male,Rural,146468.0,Food,8.0,6.0,81.0,739.0,Electronics,101.0,15.0,FALSE,123.17,4,4,1,9,33.36,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#346,48.0,Male,Suburban,103457.0,Technology,27.0,1.0,74.0,272.0,Books,56.0,1.0,FALSE,272.0,1,1,1,3,11.88,Other Customers,其他用户,Long-tail users,Nurture
#347,52.0,Male,Urban,34357.0,Food,25.0,5.0,191.0,4454.0,Health & Beauty,332.0,7.0,TRUE,890.8,1,3,5,9,70.68,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#348,50.0,Male,Urban,131672.0,Food,8.0,3.0,122.0,4059.0,Electronics,393.0,1.0,FALSE,1353.0,4,2,4,10,69.25,Potential Customers,潜力用户,Growth engine,Convert
#349,38.0,Female,Rural,88673.0,Travel,13.0,5.0,33.0,616.0,Electronics,381.0,49.0,FALSE,123.2,4,3,1,8,27.44,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#35,64.0,Female,Urban,100102.0,Food,17.0,1.0,150.0,3011.0,Health & Beauty,104.0,4.0,TRUE,3011.0,3,1,3,7,54.08,Potential Customers,潜力用户,Growth engine,Convert
#350,49.0,Male,Urban,141673.0,Technology,27.0,3.0,137.0,622.0,Books,92.0,32.0,TRUE,207.33,1,2,1,4,18.91,Other Customers,其他用户,Long-tail users,Nurture
#351,40.0,Male,Suburban,85633.0,Fashion,2.0,3.0,184.0,2017.0,Electronics,447.0,9.0,FALSE,672.33,5,2,2,9,48.92,Potential Customers,潜力用户,Growth engine,Convert
#352,50.0,Male,Urban,96943.0,Fashion,12.0,3.0,92.0,2986.0,Health & Beauty,109.0,29.0,FALSE,995.33,4,2,3,9,57.54,Potential Customers,潜力用户,Growth engine,Convert
#353,20.0,Male,Rural,116111.0,Sports,10.0,8.0,72.0,2264.0,Health & Beauty,317.0,26.0,FALSE,283.0,4,5,3,12,54.67,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#354,35.0,Female,Suburban,98258.0,Fashion,12.0,6.0,194.0,2029.0,Health & Beauty,168.0,23.0,TRUE,338.17,4,4,2,10,47.89,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#355,42.0,Female,Rural,32924.0,Travel,11.0,2.0,192.0,4045.0,Apparel,435.0,45.0,FALSE,2022.5,4,2,4,10,66.75,Potential Customers,潜力用户,Growth engine,Convert
#356,59.0,Male,Suburban,89286.0,Food,15.0,2.0,69.0,2309.0,Health & Beauty,442.0,43.0,TRUE,1154.5,3,2,3,8,48.2,Potential Customers,潜力用户,Growth engine,Convert
#357,48.0,Male,Urban,113269.0,Food,16.0,5.0,108.0,3883.0,Health & Beauty,218.0,29.0,FALSE,776.6,3,3,4,10,66.9,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#358,20.0,Male,Rural,147563.0,Food,17.0,5.0,71.0,2690.0,Apparel,222.0,38.0,FALSE,538.0,3,3,3,9,53.71,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#359,57.0,Male,Rural,94071.0,Technology,26.0,3.0,39.0,4176.0,Home & Kitchen,528.0,33.0,FALSE,1392.0,1,2,5,8,64.37,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#36,61.0,Female,Rural,99578.0,Technology,10.0,3.0,173.0,2515.0,Books,75.0,30.0,FALSE,838.33,4,2,3,9,52.56,Potential Customers,潜力用户,Growth engine,Convert
#360,63.0,Male,Suburban,77326.0,Fashion,2.0,8.0,31.0,1193.0,Electronics,278.0,7.0,FALSE,149.12,5,5,2,12,45.02,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#361,41.0,Male,Rural,110023.0,Travel,18.0,3.0,135.0,3980.0,Health & Beauty,569.0,12.0,TRUE,1326.67,3,2,4,9,64.71,Potential Customers,潜力用户,Growth engine,Convert
#362,49.0,Female,Suburban,140101.0,Technology,12.0,8.0,166.0,2594.0,Electronics,574.0,31.0,FALSE,324.25,4,5,3,12,57.88,High-value Customers,高价值用户,Core profit engine,Stabilize
#363,64.0,Male,Suburban,50651.0,Sports,19.0,3.0,178.0,2679.0,Books,466.0,32.0,TRUE,893.0,2,2,3,7,51.39,Potential Customers,潜力用户,Growth engine,Convert
#364,39.0,Female,Suburban,90202.0,Travel,26.0,1.0,51.0,2588.0,Electronics,584.0,20.0,FALSE,2588.0,1,1,3,5,46.7,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#365,40.0,Female,Suburban,68777.0,Travel,23.0,1.0,107.0,2885.0,Apparel,30.0,17.0,TRUE,2885.0,2,1,3,6,50.74,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#366,19.0,Male,Urban,36994.0,Travel,18.0,4.0,40.0,2858.0,Electronics,359.0,36.0,FALSE,714.5,3,3,3,9,54.38,Potential Customers,潜力用户,Growth engine,Convert
#367,44.0,Female,Suburban,87263.0,Food,17.0,3.0,167.0,1674.0,Electronics,288.0,3.0,FALSE,558.0,3,2,2,7,40.1,Potential Customers,潜力用户,Growth engine,Convert
#368,59.0,Female,Rural,79634.0,Travel,6.0,6.0,121.0,2473.0,Electronics,86.0,1.0,TRUE,412.17,5,4,3,12,55.53,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#369,19.0,Female,Urban,120158.0,Fashion,25.0,4.0,155.0,4090.0,Home & Kitchen,234.0,27.0,TRUE,1022.5,1,3,5,9,64.87,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#37,20.0,Female,Rural,45498.0,Food,28.0,6.0,129.0,350.0,Home & Kitchen,128.0,19.0,TRUE,58.33,1,4,1,6,21.12,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#370,43.0,Female,Rural,30800.0,Travel,15.0,5.0,131.0,4945.0,Home & Kitchen,313.0,47.0,TRUE,989.0,3,3,5,11,79.02,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#371,34.0,Female,Urban,57823.0,Food,3.0,9.0,26.0,1193.0,Books,365.0,40.0,TRUE,132.56,5,5,2,12,47.12,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#372,57.0,Female,Suburban,128575.0,Travel,6.0,3.0,47.0,1289.0,Apparel,269.0,33.0,FALSE,429.67,5,2,2,9,37.72,Potential Customers,潜力用户,Growth engine,Convert
#373,50.0,Male,Urban,83878.0,Sports,3.0,1.0,151.0,2789.0,Electronics,131.0,20.0,TRUE,2789.0,5,1,3,9,56.27,Potential Customers,潜力用户,Growth engine,Convert
#374,26.0,Female,Urban,38708.0,Sports,29.0,9.0,119.0,4195.0,Electronics,351.0,14.0,TRUE,466.11,1,5,5,11,71.6,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#375,60.0,Female,Rural,32819.0,Food,1.0,8.0,193.0,1975.0,Electronics,180.0,36.0,TRUE,246.88,5,5,2,12,53.82,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#376,56.0,Female,Rural,94905.0,Fashion,13.0,9.0,31.0,3506.0,Electronics,480.0,5.0,FALSE,389.56,4,5,4,13,69.16,High-value Customers,高价值用户,Core profit engine,Stabilize
#377,46.0,Male,Suburban,83870.0,Fashion,28.0,6.0,65.0,1887.0,Home & Kitchen,163.0,23.0,FALSE,314.5,1,4,2,7,40.53,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#378,59.0,Female,Urban,29283.0,Technology,21.0,3.0,128.0,4032.0,Books,96.0,45.0,FALSE,1344.0,2,2,4,8,64.22,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#379,43.0,Male,Urban,50573.0,Food,26.0,2.0,156.0,1707.0,Health & Beauty,510.0,15.0,FALSE,853.5,1,2,2,5,37.73,Potential Customers,潜力用户,Growth engine,Convert
#38,54.0,Female,Urban,96865.0,Sports,21.0,3.0,150.0,3857.0,Health & Beauty,568.0,31.0,FALSE,1285.67,2,2,4,8,62.5,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#380,52.0,Female,Urban,98707.0,Travel,14.0,9.0,66.0,3848.0,Apparel,365.0,6.0,TRUE,427.56,3,5,4,12,72.67,High-value Customers,高价值用户,Core profit engine,Stabilize
#381,42.0,Male,Suburban,50933.0,Food,13.0,2.0,181.0,148.0,Electronics,353.0,33.0,FALSE,74.0,4,2,1,7,14.72,Other Customers,其他用户,Long-tail users,Nurture
#382,41.0,Male,Suburban,25774.0,Technology,27.0,8.0,44.0,3961.0,Books,436.0,19.0,TRUE,495.12,1,5,4,10,67.84,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#383,30.0,Female,Suburban,92055.0,Food,4.0,4.0,123.0,2280.0,Health & Beauty,83.0,13.0,FALSE,570.0,5,3,3,11,52.05,Potential Customers,潜力用户,Growth engine,Convert
#384,24.0,Female,Suburban,30983.0,Food,7.0,2.0,134.0,3146.0,Books,225.0,29.0,TRUE,1573.0,5,2,4,11,59.47,Potential Customers,潜力用户,Growth engine,Convert
#385,53.0,Male,Suburban,116468.0,Technology,22.0,4.0,138.0,2933.0,Home & Kitchen,412.0,6.0,TRUE,733.25,2,3,3,8,54.04,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#386,62.0,Female,Rural,116334.0,Fashion,10.0,1.0,61.0,1497.0,Health & Beauty,118.0,15.0,TRUE,1497.0,4,1,2,7,41.18,Potential Customers,潜力用户,Growth engine,Convert
#387,37.0,Male,Urban,38133.0,Travel,7.0,3.0,94.0,3926.0,Books,482.0,16.0,TRUE,1308.67,5,2,4,11,68.13,Potential Customers,潜力用户,Growth engine,Convert
#388,18.0,Male,Urban,145555.0,Technology,21.0,9.0,174.0,4674.0,Home & Kitchen,192.0,24.0,TRUE,519.33,2,5,5,12,80.54,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#389,25.0,Male,Urban,34939.0,Sports,15.0,1.0,74.0,931.0,Books,591.0,23.0,FALSE,931.0,3,1,1,5,32.03,Other Customers,其他用户,Long-tail users,Nurture
#39,24.0,Female,Suburban,51656.0,Sports,18.0,6.0,21.0,4756.0,Health & Beauty,345.0,31.0,FALSE,792.67,3,4,5,12,77.82,High-value Customers,高价值用户,Core profit engine,Stabilize
#390,63.0,Male,Urban,20781.0,Fashion,15.0,1.0,188.0,2797.0,Books,590.0,48.0,TRUE,2797.0,3,1,3,7,52.34,Potential Customers,潜力用户,Growth engine,Convert
#391,33.0,Male,Urban,134586.0,Sports,4.0,7.0,138.0,4877.0,Health & Beauty,107.0,10.0,TRUE,696.71,5,4,5,14,85.42,High-value Customers,高价值用户,Core profit engine,Stabilize
#392,31.0,Female,Urban,76700.0,Fashion,23.0,0.0,30.0,2835.0,Home & Kitchen,382.0,41.0,TRUE,0.0,2,1,3,6,29.31,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#393,29.0,Male,Urban,47624.0,Travel,23.0,6.0,190.0,181.0,Electronics,390.0,41.0,TRUE,30.17,2,4,1,7,20.93,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#394,40.0,Male,Urban,26823.0,Travel,6.0,4.0,25.0,186.0,Apparel,244.0,49.0,FALSE,46.5,5,3,1,9,21.93,Other Customers,其他用户,Long-tail users,Nurture
#395,32.0,Female,Rural,38489.0,Food,24.0,7.0,132.0,2163.0,Health & Beauty,585.0,17.0,FALSE,309.0,1,4,3,8,46.7,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#396,45.0,Male,Urban,138555.0,Sports,20.0,0.0,70.0,921.0,Home & Kitchen,468.0,49.0,TRUE,0.0,2,1,1,4,12.96,Other Customers,其他用户,Long-tail users,Nurture
#397,51.0,Female,Rural,59961.0,Fashion,26.0,6.0,63.0,262.0,Books,538.0,44.0,TRUE,43.67,1,4,1,6,20.61,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#398,19.0,Female,Suburban,139664.0,Travel,5.0,4.0,177.0,3839.0,Home & Kitchen,210.0,45.0,TRUE,959.75,5,3,4,12,69.13,Potential Customers,潜力用户,Growth engine,Convert
#399,49.0,Female,Urban,49118.0,Technology,20.0,3.0,35.0,2497.0,Apparel,73.0,30.0,TRUE,832.33,2,2,3,7,48.82,Potential Customers,潜力用户,Growth engine,Convert
#4,60.0,Female,Suburban,71612.0,Fashion,18.0,3.0,163.0,4377.0,Apparel,527.0,29.0,FALSE,1459.0,3,2,5,10,69.71,Potential Customers,潜力用户,Growth engine,Convert
#40,38.0,Male,Suburban,87695.0,Sports,7.0,6.0,46.0,1018.0,Apparel,531.0,9.0,FALSE,169.67,5,4,1,10,37.06,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#400,40.0,Male,Suburban,120417.0,Travel,12.0,6.0,89.0,2032.0,Apparel,309.0,44.0,FALSE,338.67,4,4,2,10,47.96,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#401,39.0,Male,Suburban,101816.0,Technology,1.0,9.0,74.0,2828.0,Electronics,590.0,46.0,FALSE,314.22,5,5,3,13,65.72,High-value Customers,高价值用户,Core profit engine,Stabilize
#402,42.0,Male,Suburban,42263.0,Fashion,28.0,1.0,109.0,3635.0,Electronics,186.0,10.0,TRUE,3635.0,1,1,4,6,55.5,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#403,39.0,Female,Rural,33565.0,Travel,8.0,0.0,83.0,3546.0,Apparel,253.0,19.0,TRUE,0.0,4,1,4,9,40.88,Potential Customers,潜力用户,Growth engine,Convert
#404,39.0,Male,Suburban,40354.0,Travel,1.0,0.0,180.0,2890.0,Health & Beauty,13.0,29.0,TRUE,0.0,5,1,3,9,37.71,Potential Customers,潜力用户,Growth engine,Convert
#405,59.0,Female,Suburban,62951.0,Fashion,5.0,0.0,26.0,2807.0,Health & Beauty,299.0,2.0,TRUE,0.0,5,1,3,9,35.34,Potential Customers,潜力用户,Growth engine,Convert
#406,23.0,Male,Suburban,111179.0,Travel,22.0,4.0,130.0,4033.0,Books,76.0,36.0,TRUE,1008.25,2,3,4,9,65.19,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#407,32.0,Female,Urban,43648.0,Technology,6.0,9.0,196.0,3485.0,Electronics,51.0,19.0,FALSE,387.22,5,5,4,14,71.22,High-value Customers,高价值用户,Core profit engine,Stabilize
#408,60.0,Male,Urban,70729.0,Travel,29.0,6.0,32.0,1022.0,Books,149.0,7.0,FALSE,170.33,1,4,1,6,29.33,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#409,54.0,Male,Rural,61971.0,Sports,21.0,1.0,144.0,2275.0,Electronics,122.0,26.0,TRUE,2275.0,2,1,3,6,45.37,Potential Customers,潜力用户,Growth engine,Convert
#41,26.0,Female,Rural,57900.0,Food,3.0,0.0,83.0,1273.0,Electronics,159.0,13.0,FALSE,0.0,5,1,2,8,22.54,Potential Customers,潜力用户,Growth engine,Convert
#410,50.0,Male,Rural,38658.0,Food,3.0,9.0,181.0,1682.0,Apparel,211.0,15.0,FALSE,186.89,5,5,2,12,52.97,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#411,25.0,Female,Urban,41253.0,Technology,15.0,7.0,190.0,664.0,Health & Beauty,280.0,47.0,FALSE,94.86,3,4,1,8,32.14,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#412,61.0,Female,Rural,84166.0,Sports,5.0,3.0,80.0,3358.0,Health & Beauty,538.0,38.0,FALSE,1119.33,5,2,4,11,62.98,Potential Customers,潜力用户,Growth engine,Convert
#413,61.0,Male,Urban,68563.0,Fashion,28.0,2.0,117.0,2697.0,Apparel,156.0,3.0,TRUE,1348.5,1,2,3,6,47.8,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#414,22.0,Male,Suburban,46390.0,Technology,24.0,9.0,88.0,2600.0,Books,238.0,38.0,FALSE,288.89,1,5,3,9,55.41,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#415,56.0,Female,Suburban,108664.0,Food,14.0,7.0,171.0,4666.0,Books,376.0,16.0,FALSE,666.57,3,4,5,12,79.78,High-value Customers,高价值用户,Core profit engine,Stabilize
#416,21.0,Female,Rural,71578.0,Food,18.0,1.0,55.0,1087.0,Home & Kitchen,82.0,2.0,TRUE,1087.0,3,1,2,6,33.17,Potential Customers,潜力用户,Growth engine,Convert
#417,23.0,Female,Urban,99025.0,Fashion,16.0,2.0,87.0,3736.0,Electronics,492.0,31.0,FALSE,1868.0,3,2,4,9,61.93,Potential Customers,潜力用户,Growth engine,Convert
#418,62.0,Male,Urban,123850.0,Fashion,6.0,2.0,25.0,323.0,Books,356.0,28.0,TRUE,161.5,5,2,1,8,20.21,Other Customers,其他用户,Long-tail users,Nurture
#419,49.0,Female,Rural,52658.0,Technology,25.0,9.0,80.0,450.0,Apparel,273.0,7.0,FALSE,50.0,1,5,1,7,30.51,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#42,56.0,Male,Suburban,148392.0,Travel,13.0,5.0,82.0,3303.0,Apparel,538.0,14.0,FALSE,660.6,4,3,4,11,61.68,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#420,47.0,Male,Urban,26852.0,Travel,24.0,0.0,105.0,2028.0,Books,580.0,30.0,TRUE,0.0,1,1,2,4,21.52,Potential Customers,潜力用户,Growth engine,Convert
#421,64.0,Female,Suburban,147282.0,Fashion,14.0,5.0,156.0,448.0,Health & Beauty,44.0,43.0,TRUE,89.6,3,3,1,7,24.93,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#422,52.0,Male,Rural,114986.0,Travel,27.0,1.0,11.0,4377.0,Electronics,573.0,7.0,FALSE,4377.0,1,1,5,7,63.89,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#423,57.0,Female,Rural,22551.0,Sports,24.0,0.0,19.0,4832.0,Home & Kitchen,123.0,36.0,FALSE,0.0,1,1,5,7,47.3,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#424,33.0,Female,Urban,91947.0,Food,8.0,1.0,187.0,1117.0,Electronics,349.0,29.0,TRUE,1117.0,4,1,2,7,37.14,Potential Customers,潜力用户,Growth engine,Convert
#425,30.0,Female,Rural,81001.0,Travel,29.0,5.0,134.0,2326.0,Health & Beauty,330.0,24.0,TRUE,465.2,1,3,3,7,44.24,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#426,59.0,Female,Urban,69159.0,Food,7.0,3.0,90.0,4967.0,Health & Beauty,409.0,39.0,FALSE,1655.67,5,2,5,12,78.97,Potential Customers,潜力用户,Growth engine,Convert
#427,47.0,Female,Urban,142775.0,Travel,8.0,5.0,149.0,4224.0,Health & Beauty,323.0,4.0,FALSE,844.8,4,3,5,12,73.87,High-value Customers,高价值用户,Core profit engine,Stabilize
#428,36.0,Male,Urban,71707.0,Sports,13.0,8.0,79.0,2519.0,Health & Beauty,111.0,29.0,FALSE,314.88,4,5,3,12,56.52,High-value Customers,高价值用户,Core profit engine,Stabilize
#429,34.0,Female,Urban,53243.0,Fashion,6.0,9.0,159.0,1993.0,Apparel,89.0,44.0,FALSE,221.44,5,5,2,12,54.68,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#43,35.0,Male,Urban,137235.0,Technology,15.0,8.0,61.0,532.0,Electronics,426.0,46.0,TRUE,66.5,3,5,1,9,32.52,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#430,36.0,Female,Urban,41800.0,Sports,18.0,9.0,41.0,3140.0,Home & Kitchen,433.0,5.0,TRUE,348.89,3,5,4,12,63.44,High-value Customers,高价值用户,Core profit engine,Stabilize
#431,45.0,Female,Rural,95939.0,Fashion,2.0,7.0,114.0,2168.0,Health & Beauty,99.0,29.0,TRUE,309.71,5,4,3,12,54.5,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#432,43.0,Male,Suburban,77828.0,Fashion,8.0,0.0,93.0,1225.0,Health & Beauty,539.0,30.0,TRUE,0.0,4,1,2,7,20.4,Potential Customers,潜力用户,Growth engine,Convert
#433,54.0,Female,Suburban,27239.0,Food,11.0,7.0,138.0,3217.0,Books,146.0,29.0,FALSE,459.57,4,4,4,12,63.62,High-value Customers,高价值用户,Core profit engine,Stabilize
#434,43.0,Male,Rural,26710.0,Sports,1.0,8.0,191.0,4261.0,Home & Kitchen,257.0,26.0,FALSE,532.62,5,5,5,15,80.9,High-value Customers,高价值用户,Core profit engine,Stabilize
#435,40.0,Female,Rural,41384.0,Travel,22.0,5.0,67.0,4142.0,Electronics,189.0,19.0,TRUE,828.4,2,3,5,10,67.97,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#436,26.0,Female,Suburban,41038.0,Sports,29.0,9.0,155.0,4533.0,Home & Kitchen,240.0,26.0,TRUE,503.67,1,5,5,11,76.17,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#437,29.0,Male,Suburban,60846.0,Food,6.0,4.0,143.0,2270.0,Home & Kitchen,503.0,37.0,TRUE,567.5,5,3,3,11,51.29,Potential Customers,潜力用户,Growth engine,Convert
#438,18.0,Female,Suburban,107983.0,Fashion,16.0,5.0,54.0,546.0,Home & Kitchen,271.0,27.0,TRUE,109.2,3,3,1,7,25.44,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#439,18.0,Male,Suburban,87821.0,Food,27.0,5.0,106.0,2758.0,Health & Beauty,520.0,30.0,TRUE,551.6,1,3,3,7,50.63,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#44,21.0,Male,Rural,104899.0,Sports,20.0,1.0,139.0,935.0,Electronics,23.0,10.0,TRUE,935.0,2,1,1,4,30.34,Other Customers,其他用户,Long-tail users,Nurture
#440,64.0,Male,Suburban,57991.0,Technology,20.0,8.0,32.0,3462.0,Health & Beauty,550.0,30.0,TRUE,432.75,2,5,4,11,64.25,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#441,51.0,Female,Urban,99057.0,Technology,12.0,3.0,32.0,2818.0,Apparel,114.0,3.0,FALSE,939.33,4,2,3,9,55.22,Potential Customers,潜力用户,Growth engine,Convert
#442,49.0,Male,Rural,133193.0,Travel,11.0,1.0,163.0,3583.0,Electronics,339.0,43.0,TRUE,3583.0,4,1,4,9,61.19,Potential Customers,潜力用户,Growth engine,Convert
#443,42.0,Female,Urban,26971.0,Food,29.0,8.0,144.0,3044.0,Books,568.0,7.0,TRUE,380.5,1,5,4,10,56.95,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#444,57.0,Female,Suburban,49139.0,Travel,27.0,1.0,88.0,4476.0,Home & Kitchen,359.0,49.0,TRUE,4476.0,1,1,5,7,64.98,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#445,62.0,Male,Suburban,105445.0,Travel,29.0,9.0,53.0,695.0,Electronics,334.0,9.0,TRUE,77.22,1,5,1,7,32.0,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#446,18.0,Male,Suburban,97067.0,Technology,10.0,8.0,36.0,2086.0,Electronics,169.0,41.0,TRUE,260.75,4,5,2,11,52.09,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#447,33.0,Male,Urban,100257.0,Travel,3.0,1.0,35.0,2850.0,Apparel,339.0,42.0,TRUE,2850.0,5,1,3,9,57.18,Potential Customers,潜力用户,Growth engine,Convert
#448,56.0,Male,Urban,104742.0,Technology,13.0,7.0,106.0,1174.0,Books,261.0,13.0,TRUE,167.71,4,4,2,10,39.16,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#449,22.0,Female,Suburban,57711.0,Fashion,27.0,8.0,45.0,4069.0,Home & Kitchen,199.0,15.0,FALSE,508.62,1,5,5,11,69.26,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#45,42.0,Female,Urban,67701.0,Sports,19.0,2.0,65.0,2346.0,Health & Beauty,47.0,48.0,FALSE,1173.0,2,2,3,7,47.14,Potential Customers,潜力用户,Growth engine,Convert
#450,39.0,Female,Urban,26530.0,Food,3.0,9.0,118.0,4405.0,Books,211.0,5.0,TRUE,489.44,5,5,5,15,83.67,High-value Customers,高价值用户,Core profit engine,Stabilize
#451,46.0,Male,Urban,31116.0,Travel,15.0,8.0,64.0,4321.0,Apparel,287.0,29.0,FALSE,540.12,3,5,5,13,77.21,High-value Customers,高价值用户,Core profit engine,Stabilize
#452,20.0,Female,Suburban,85794.0,Technology,16.0,9.0,194.0,4687.0,Health & Beauty,472.0,35.0,FALSE,520.78,3,5,5,13,82.44,High-value Customers,高价值用户,Core profit engine,Stabilize
#453,29.0,Female,Urban,20282.0,Sports,29.0,8.0,78.0,3680.0,Electronics,482.0,27.0,FALSE,460.0,1,5,4,10,63.68,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#454,43.0,Female,Rural,99473.0,Travel,13.0,1.0,70.0,3107.0,Home & Kitchen,23.0,27.0,TRUE,3107.0,4,1,4,9,56.07,Potential Customers,潜力用户,Growth engine,Convert
#455,33.0,Female,Rural,21898.0,Fashion,17.0,3.0,139.0,1069.0,Health & Beauty,560.0,8.0,TRUE,356.33,3,2,2,7,30.11,Potential Customers,潜力用户,Growth engine,Convert
#456,54.0,Male,Rural,24135.0,Fashion,3.0,6.0,64.0,680.0,Apparel,109.0,32.0,TRUE,113.33,5,4,1,10,34.15,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#457,39.0,Male,Rural,26629.0,Sports,20.0,1.0,131.0,2924.0,Books,296.0,20.0,TRUE,2924.0,2,1,3,6,52.32,Churn-risk Customers,流失风险用户,Dormant premium assets,Recover
#458,46.0,Female,Suburban,129472.0,Technology,11.0,0.0,106.0,4101.0,Electronics,6.0,10.0,TRUE,0.0,4,1,5,10,45.14,Potential Customers,潜力用户,Growth engine,Convert
#459,31.0,Male,Suburban,145147.0,Travel,27.0,2.0,89.0,1311.0,Home & Kitchen,550.0,13.0,TRUE,655.5,1,2,2,5,31.68,Potential Customers,潜力用户,Growth engine,Convert
#46,31.0,Female,Urban,128777.0,Sports,3.0,9.0,69.0,2362.0,Electronics,525.0,31.0,TRUE,262.44,5,5,3,13,60.08,Regular Retained Customers,一般保持用户,Traffic foundation,Upsell
#460,45.0,Male,Suburban,105120.0,Technology,21.0,3.0,96.0,329.0,Health & Beauty,203.0,29.0,TRUE,109.67,2,2,1,5,16.68,Other Customers,其他用户,Long-tail users,Nurture
